hospital_id,hospital_name,email,phone_number,address,number_of_doctors,number_of_beds,hospital_type,establishment_date,notes,average_rating,price_per_day,total_capacity,number_of_nurses,number_of_departments,is_emergency_available
582,مؤسسة الحلول الرقمية,osymbdp0@gmail.com,+966 581203136,شارع الملك عبد العزيز، مكة المكرمة، 39249,168,1801,جامعي,2016-08-20,موقع دعم فريق معالجة ملف نجاح عميل نجاح. معايير طلب نشط موافقة موقع موقع سائق. سائق ملف موقع نجاح حالة تسليم تحديث مراجعة موافقة موافقة. مالي سائق فاتورة نظام فاتورة بيانات عميل.,1.45,3438,1441,1856,31,لا
583,مجموعة الفوزان,zzhnnolc@example.com,+966 533067344,طريق الملك فهد، دبي، 82593,514,285,حكومي,2024-09-28,حساب ملف بيانات طلب طلب نجاح. عميل ملف حساب حالة نشط ملف نظام تحديث شحن نظام مستندات. دعم نظام فاتورة عمليات مراجعة دعم شحن شحن معايير نشط. تسليم سائق مراجعة نظام تأكيد تقرير نجاح فني.,3.11,690,228,1564,26,نعم
584,مؤسسة الحلول الرقمية,iox4ojhx@yahoo.com,+966 512540013,شارع الملك عبد العزيز، دبي، 96129,134,1483,خاص,2023-04-06,شحن مستندات عميل بيانات نشط مراجعة. مستندات معايير تسليم فاتورة شحن عمليات فاتورة نشط تأكيد.,1.65,3025,1186,1812,41,نعم
585,مجموعة الفوزان,6l0zy1bn@gmail.com,+966 516838808,شارع التخصصي، الرياض، 85861,902,431,حكومي,2025-11-20,موقع فريق شحن معايير خطوة شحن فريق ملف حالة. حساب مراجعة عميل فاتورة تسليم خطوة معايير عمليات طلب فني. عمليات عمليات بيانات مراجعة نظام.,4.7,3027,345,1694,31,لا
586,شركة الرياض للتجارة,up6m8sw4@datafactory.io,+966 587095818,طريق الملك فهد، القاهرة، 70805,242,624,خاص,2016-06-26,معايير نظام فاتورة فني نجاح حساب معالجة تأكيد معايير طلب حساب. متابعة دعم بيانات شحن دعم معالجة مستندات مالي متابعة توصيل تأكيد خطوة. موافقة تأكيد دعم تأكيد موقع. تسليم نشط دعم حساب عميل.,2.0,943,499,1842,35,نعم
587,شركة التقنية المتقدمة,xl3g33wg@outlook.com,+966 595755019,شارع التخصصي، مكة المكرمة، 89322,738,3586,جامعي,2026-06-25,تسليم معايير موقع عمليات حساب فريق. تأكيد مراجعة تقرير توصيل سائق مالي معايير عمليات طلب موقع. عميل مراجعة معالجة تحديث موافقة فني موافقة.,4.15,939,2869,1069,45,لا
588,مؤسسة الحلول الرقمية,hf70l1ge@gmail.com,+966 567140705,طريق الملك فهد، الدمام، 68260,502,2581,خاص,2021-12-19,موقع حالة حالة سائق حساب دعم طلب نشط مراجعة. دعم ملف فريق عميل فريق توصيل نجاح نجاح موقع تقرير. تأكيد بيانات بيانات بيانات مستندات تقرير نظام تقرير.,3.02,1755,2065,1202,22,لا
589,شركة التقنية المتقدمة,t4kavway@datafactory.io,+966 593961415,شارع الملك عبد العزيز، جدة، 27308,597,158,حكومي,2016-04-21,مراجعة موقع تقرير طلب مراجعة عميل عميل تحديث فني شحن طلب. معايير معالجة خطوة شحن نشط شحن طلب فني تقرير طلب عمليات نجاح. مستندات موقع نظام خطوة فني مستندات طلب خطوة فريق.,3.55,1217,126,1329,36,لا
590,شركة التقنية المتقدمة,gzscn5sc@datafactory.io,+966 583358042,شارع التخصصي، القاهرة، 36478,810,2333,جامعي,2024-08-22,فريق بيانات نشط موقع حساب معالجة تحديث نشط حالة بيانات سائق مالي. تقرير تأكيد عمليات بيانات تأكيد خطوة ملف متابعة خطوة نظام. دعم فاتورة فريق مراجعة عميل ملف تسليم موقع خطوة.,4.28,1132,1866,2660,28,نعم
591,شركة الرياض للتجارة,pm7rsiv3@datafactory.io,+966 525677695,طريق الملك فهد، الرياض، 84037,405,4164,حكومي,2023-02-10,حساب تقرير توصيل دعم ملف. سائق معالجة فاتورة تسليم مالي خطوة توصيل موافقة خطوة معالجة.,2.92,350,3331,78,10,لا
592,شركة الرياض للتجارة,olwl3xum@example.com,+966 536771382,شارع جامعة الدول العربية، جدة، 76692,774,2480,حكومي,2024-05-18,نجاح عميل عمليات طلب موقع حالة بيانات شحن. عمليات نشط سائق موافقة موقع معايير شحن مراجعة معايير حالة بيانات. ملف فاتورة حالة سائق دعم حساب ملف نظام.,4.11,3010,1984,495,11,لا
593,مجموعة الفوزان,59n2vn8b@solix-agent.ai,+966 595739207,طريق الملك فهد، دبي، 97056,268,4904,خاص,2020-06-04,تسليم مستندات معايير خطوة تحديث حساب فاتورة توصيل عميل طلب تقرير. متابعة معايير فريق متابعة تسليم تقرير طلب تقرير ملف دعم عميل عمليات.,2.02,1458,3923,1507,36,لا
594,شركة التقنية المتقدمة,7xbpej7m@example.com,+966 582937081,شارع جامعة الدول العربية، الدمام، 50962,369,924,حكومي,2018-12-11,فني تسليم مراجعة فاتورة تقرير بيانات. تحديث مراجعة نظام متابعة متابعة ملف. تقرير دعم شحن ملف نجاح شحن سائق سائق شحن.,2.6,1231,739,1754,21,لا
595,مجموعة الفوزان,n638ac4j@outlook.com,+966 546924972,شارع العليا، الدمام، 44867,501,2579,خاص,2021-10-04,مراجعة تأكيد بيانات مالي عمليات مراجعة معالجة عمليات فني تأكيد عميل. حساب مراجعة سائق نشط نشط توصيل مراجعة معالجة معايير نظام نجاح. معالجة عميل حالة تأكيد نجاح نجاح مالي. نجاح فريق توصيل نشط مستندات ت,2.89,3663,2063,806,28,نعم
596,مجموعة الفوزان,kk3aank6@gmail.com,+966 544286527,شارع جامعة الدول العربية، مكة المكرمة، 95246,748,4389,حكومي,2020-10-13,فاتورة تقرير حساب طلب فريق مستندات تأكيد تسليم عمليات. بيانات عمليات سائق طلب فاتورة فني.,4.13,2978,3511,1250,31,لا
597,شركة الرياض للتجارة,qywfu8t0@outlook.com,+966 551661090,طريق الملك فهد، جدة، 63929,434,3848,جامعي,2015-01-09,تحديث تحديث فريق نظام موقع. معالجة فريق ملف نجاح عمليات فريق متابعة. توصيل حالة تسليم متابعة مستندات نشط حالة فاتورة.,2.85,2703,3078,2534,40,نعم
598,شركة التقنية المتقدمة,som7ap7p@solix-agent.ai,+966 573841621,شارع الملك عبد العزيز، مكة المكرمة، 31833,99,3381,خاص,2022-10-26,معايير تأكيد نشط طلب شحن. توصيل معالجة حساب متابعة خطوة فريق سائق ملف. مالي موافقة طلب مستندات معالجة نظام تحديث توصيل.,1.27,3217,2705,1425,18,لا
599,شركة الرياض للتجارة,3z48uwe4@outlook.com,+966 544216105,شارع جامعة الدول العربية، جدة، 56649,98,3892,حكومي,2024-03-18,طلب مستندات فريق مالي تحديث موافقة تحديث تقرير حساب تقرير. طلب معايير موقع نظام سائق نظام تسليم تحديث حساب توصيل.,1.46,350,3114,2477,47,نعم
600,مجموعة الفوزان,1tvao99w@gmail.com,+966 586041521,شارع جامعة الدول العربية، مكة المكرمة، 94770,151,1219,حكومي,2015-02-23,بيانات مراجعة بيانات حساب ملف موافقة نظام دعم تسليم مالي موقع. بيانات سائق مراجعة طلب موافقة فني دعم نظام موافقة موقع خطوة حالة.,1.42,1759,975,1898,42,نعم
601,مؤسسة الحلول الرقمية,hnnbhuy5@example.com,+966 563827134,شارع التخصصي، الدمام، 13008,465,3662,خاص,2020-07-28,دعم عمليات فريق فريق شحن خطوة فاتورة معالجة دعم. معالجة حالة فريق مالي بيانات معالجة موافقة مراجعة.,2.96,3429,2930,2664,6,نعم
602,شركة التقنية المتقدمة,r5bq5tu2@datafactory.io,+966 512495368,شارع العليا، الإسكندرية، 31334,269,1196,حكومي,2026-12-04,موقع موقع دعم طلب سائق بيانات فريق. توصيل مستندات حساب فاتورة متابعة مراجعة موافقة معايير.,2.0,2454,957,1536,43,نعم
603,شركة الرياض للتجارة,r371onm2@gmail.com,+966 551986881,شارع التخصصي، دبي، 16685,109,1506,حكومي,2020-02-07,نجاح تقرير موقع معالجة نجاح موافقة نشط فريق عميل معالجة تأكيد موقع. تحديث بيانات تقرير سائق تأكيد تقرير مالي فريق مالي فني معالجة. توصيل موقع شحن عميل معالجة موافقة تأكيد مراجعة حالة فني دعم فني.,1.29,2077,1205,2645,19,نعم
604,شركة التقنية المتقدمة,ldz8nz8t@solix-agent.ai,+966 531689855,شارع جامعة الدول العربية، مكة المكرمة، 88947,257,458,جامعي,2015-11-28,متابعة مالي حالة معالجة نظام تأكيد دعم تقرير. معالجة تحديث نشط ملف عمليات معالجة.,2.15,4203,366,1615,21,لا
605,مجموعة الفوزان,nczde8ec@datafactory.io,+966 513129259,شارع جامعة الدول العربية، الدمام، 42718,451,4122,حكومي,2016-12-11,متابعة تسليم نظام تسليم موافقة توصيل موافقة توصيل مراجعة فني نجاح. توصيل بيانات فريق نظام موقع بيانات عميل تقرير خطوة فني شحن موافقة. عميل حساب سائق توصيل عمليات بيانات متابعة مالي مستندات.,2.84,3296,3298,971,23,نعم
606,شركة التقنية المتقدمة,4ou6qxhh@yahoo.com,+966 546807220,شارع جامعة الدول العربية، الدمام، 41877,734,4793,خاص,2015-06-25,ملف تحديث ملف فاتورة توصيل توصيل. مستندات موقع فاتورة نشط موقع نجاح شحن.,3.93,1899,3834,1992,36,نعم
607,شركة الرياض للتجارة,ivvotuu0@gmail.com,+966 562467001,شارع الملك عبد العزيز، الدمام، 69796,108,4942,خاص,2022-01-09,شحن شحن نجاح موقع شحن تسليم معايير معايير تسليم تقرير حساب شحن. متابعة مستندات تأكيد مالي خطوة بيانات. نشط متابعة عميل بيانات حالة توصيل سائق تحديث تحديث.,1.42,1732,3954,409,27,نعم
608,مجموعة الفوزان,47lwwuqx@datafactory.io,+966 552434700,شارع العليا، القاهرة، 82153,846,4899,جامعي,2025-02-17,تقرير عمليات تأكيد مراجعة فريق مستندات نظام تأكيد شحن حالة متابعة. مستندات مالي عميل مستندات مستندات عمليات موافقة نشط نشط فريق عمليات موافقة. عميل نشط دعم فريق نظام موافقة.,4.43,2914,3919,1483,40,نعم
609,مؤسسة الحلول الرقمية,p1ilmwft@outlook.com,+966 571119242,طريق الملك فهد، الدمام، 78516,247,1153,حكومي,2017-08-27,مستندات مراجعة طلب حالة مستندات بيانات خطوة طلب فاتورة طلب. مراجعة توصيل عمليات عميل متابعة. فاتورة موقع ملف توصيل مراجعة موافقة بيانات.,2.18,1688,922,788,8,لا
610,شركة الرياض للتجارة,gao7ha06@datafactory.io,+966 527988679,شارع الملك عبد العزيز، الرياض، 54190,92,66,حكومي,2026-10-18,نظام ملف موقع فريق حالة معالجة توصيل خطوة متابعة. موقع موافقة معالجة طلب تأكيد دعم تأكيد حساب. موقع فريق معالجة بيانات حالة نشط نجاح تحديث معالجة.,1.2,1248,53,1607,26,لا
611,شركة الرياض للتجارة,mhp94rpk@outlook.com,+966 594026719,شارع العليا، دبي، 33534,391,1615,حكومي,2018-03-25,حساب حساب فاتورة فريق نشط نظام فني خطوة موافقة. حساب فني مالي بيانات مالي نجاح بيانات موقع تأكيد.,2.5,2116,1292,1369,22,لا
612,شركة الرياض للتجارة,vd806mx1@outlook.com,+966 543576852,شارع جامعة الدول العربية، الدمام، 81105,925,2115,جامعي,2019-12-02,بيانات طلب حساب توصيل حساب نشط. حساب حساب ملف حالة معايير معايير مستندات. شحن خطوة موقع نجاح ملف تأكيد فاتورة مراجعة تسليم مراجعة.,4.65,3112,1692,1376,42,لا
613,مجموعة الفوزان,77pb2p0q@yahoo.com,+966 532516547,طريق الملك فهد، الرياض، 48510,79,1523,خاص,2023-07-25,سائق تأكيد سائق تحديث متابعة مالي مستندات. بيانات فني شحن ملف نشط. موافقة تحديث متابعة معالجة فني خطوة طلب تقرير بيانات تسليم معايير موافقة.,1.0,4127,1218,1486,14,لا
614,مجموعة الفوزان,6kkehgjn@solix-agent.ai,+966 545332525,شارع جامعة الدول العربية، الإسكندرية، 76737,276,2096,خاص,2017-09-15,توصيل موافقة نجاح ملف فريق متابعة معالجة. تسليم طلب دعم معايير سائق.,2.1,1476,1677,1373,13,لا
615,شركة الرياض للتجارة,0tcwj5wg@yahoo.com,+966 502301457,شارع جامعة الدول العربية، مكة المكرمة، 75146,12,2219,جامعي,2022-06-13,فريق متابعة موقع ملف نجاح. طلب دعم موقع فني مراجعة توصيل موقع. مراجعة توصيل فريق تأكيد تسليم. تسليم متابعة خطوة متابعة معالجة دعم مستندات معايير فني.,1.15,3978,1775,444,11,نعم
616,شركة الرياض للتجارة,pb906mxn@solix-agent.ai,+966 529997224,شارع جامعة الدول العربية، جدة، 68185,896,4514,جامعي,2019-10-18,خطوة خطوة مستندات نشط نشط عمليات. شحن تأكيد معالجة مراجعة موافقة مراجعة ملف بيانات ملف مالي شحن بيانات. تأكيد شحن متابعة موقع فاتورة نشط موافقة.,4.57,2372,3611,1935,45,نعم
617,شركة التقنية المتقدمة,psvy0umx@gmail.com,+966 551383062,شارع العليا، مكة المكرمة، 63312,31,2096,حكومي,2016-11-05,مالي نشط تسليم فني تأكيد. دعم توصيل طلب متابعة ملف عمليات مراجعة نجاح عمليات معالجة فريق معايير. شحن فاتورة عميل حالة تحديث حساب ملف معايير مالي. تسليم تسليم نظام توصيل نظام.,1.17,1722,1677,208,35,لا
618,شركة الرياض للتجارة,x5eq8esp@datafactory.io,+966 528168195,طريق الملك فهد، الدمام، 52525,163,1813,خاص,2020-06-05,تحديث نجاح عمليات معالجة عميل دعم مراجعة فني تحديث شحن. بيانات دعم تسليم موافقة حالة ملف دعم بيانات تقرير متابعة معالجة تحديث. ملف تحديث بيانات مالي حالة معالجة فريق شحن فاتورة سائق تحديث.,1.56,2046,1450,1243,19,نعم
619,شركة التقنية المتقدمة,44ms0jac@outlook.com,+966 588512949,شارع التخصصي، الدمام، 17713,156,370,خاص,2020-08-24,تسليم نظام تسليم ملف مستندات. بيانات نشط تحديث فاتورة معايير فني موافقة.,1.35,1853,296,1769,24,لا
620,شركة الرياض للتجارة,vezekbia@gmail.com,+966 551004709,شارع التخصصي، مكة المكرمة، 35826,484,4096,حكومي,2016-09-24,بيانات معالجة خطوة موقع بيانات سائق مستندات حساب سائق شحن. شحن تسليم طلب خطوة خطوة تحديث متابعة نظام تسليم خطوة نظام.,3.08,1026,3277,1353,41,لا
621,مؤسسة الحلول الرقمية,2x5jv529@example.com,+966 528417691,شارع التخصصي، الإسكندرية، 10057,319,1797,خاص,2019-09-18,طلب بيانات دعم موافقة تسليم مستندات توصيل فني مالي خطوة. نجاح خطوة مالي عمليات مالي طلب متابعة نشط معالجة تأكيد موافقة ملف.,2.45,627,1438,580,44,لا
622,مجموعة الفوزان,vf841yfb@solix-agent.ai,+966 565603522,شارع الملك عبد العزيز، مكة المكرمة، 39352,574,552,جامعي,2024-09-12,تحديث دعم مستندات مراجعة فني فريق مراجعة مراجعة. فني حساب تحديث تأكيد مالي معالجة.,3.26,1951,442,2176,30,نعم
623,شركة التقنية المتقدمة,0vzf6azk@example.com,+966 536125601,شارع جامعة الدول العربية، الرياض، 81780,999,2812,جامعي,2018-02-18,ملف فريق تحديث ملف فريق تقرير نجاح. تحديث شحن متابعة عمليات مالي فني طلب موافقة نجاح تقرير حالة. فاتورة شحن فني تقرير تحديث نشط تسليم.,5.0,3533,2250,481,49,لا
624,شركة التقنية المتقدمة,6wsan979@datafactory.io,+966 563861786,شارع العليا، دبي، 46964,686,4530,حكومي,2022-11-01,تسليم تقرير تسليم حساب نشط عمليات حساب. تسليم مالي معايير شحن نظام. دعم تسليم متابعة نجاح مالي. دعم موقع دعم بيانات سائق سائق معايير مراجعة بيانات توصيل فريق متابعة.,3.83,1138,3624,1130,29,لا
625,مجموعة الفوزان,nmlthi9c@yahoo.com,+966 584769629,طريق الملك فهد، الدمام، 79115,343,1573,حكومي,2015-03-25,فاتورة حالة معايير فني تأكيد حساب. معالجة تسليم متابعة مالي نظام تقرير ملف عمليات دعم تسليم شحن عمليات. دعم موافقة معايير فريق تسليم خطوة.,2.43,909,1258,1125,39,نعم
626,شركة الرياض للتجارة,hclzirl7@datafactory.io,+966 553555740,شارع التخصصي، الدمام، 18226,145,2593,جامعي,2021-03-11,تأكيد دعم توصيل تسليم حساب مستندات نشط مالي دعم نشط. موقع نظام نجاح فني عميل تسليم معالجة تحديث عمليات تقرير معالجة. تأكيد طلب مراجعة فريق طلب ملف مالي عميل بيانات نظام خطوة عميل.,1.54,631,2074,288,25,نعم
627,مجموعة الفوزان,ay7tlgte@yahoo.com,+966 562657823,طريق الملك فهد، الإسكندرية، 71795,617,4357,خاص,2021-04-06,سائق متابعة حساب شحن متابعة سائق موافقة موافقة فريق. ملف مستندات توصيل تحديث دعم موافقة مالي. متابعة توصيل مراجعة نشط حالة نجاح مراجعة. بيانات مراجعة فني نظام تقرير معالجة دعم.,3.5,3342,3486,148,24,نعم
628,مؤسسة الحلول الرقمية,of4un216@gmail.com,+966 521936204,شارع الملك عبد العزيز، مكة المكرمة، 52036,896,2529,حكومي,2018-12-23,نشط عميل تأكيد سائق مراجعة فريق. معالجة دعم موافقة مستندات متابعة. طلب فني مالي خطوة نظام بيانات طلب دعم مراجعة. موافقة خطوة معايير فني طلب معايير تقرير.,4.48,1693,2023,418,6,نعم
629,شركة التقنية المتقدمة,293rd9r9@example.com,+966 506094525,طريق الملك فهد، دبي، 53007,875,512,حكومي,2015-04-06,حالة تقرير توصيل نظام تأكيد سائق موافقة نشط نشط شحن. عميل تقرير دعم سائق معالجة طلب خطوة حالة مراجعة.,4.6,1846,410,679,10,لا
630,شركة التقنية المتقدمة,u42jgi47@datafactory.io,+966 525544336,شارع العليا، القاهرة، 71521,288,2001,حكومي,2020-10-08,عميل ملف عميل عمليات متابعة تأكيد. تسليم شحن بيانات معالجة شحن حساب فني بيانات.,2.16,1240,1601,1103,43,نعم
631,شركة الرياض للتجارة,9pymcr7p@yahoo.com,+966 556507931,طريق الملك فهد، الدمام، 71729,681,2238,حكومي,2025-01-25,ملف متابعة معايير خطوة مراجعة. فاتورة موقع فريق موقع حساب نجاح تحديث تسليم متابعة بيانات. معايير سائق متابعة مستندات مستندات حساب شحن فني.,3.69,1282,1790,171,33,لا
632,مؤسسة الحلول الرقمية,d9ooa2fs@gmail.com,+966 583871338,شارع التخصصي، الإسكندرية، 76510,596,3485,جامعي,2018-06-10,حساب شحن تقرير شحن حالة عمليات سائق فني شحن نظام. حساب تأكيد حالة فريق نجاح بيانات معالجة تقرير نظام بيانات مالي.,3.48,4262,2788,371,31,لا
633,شركة التقنية المتقدمة,dmtlffdo@example.com,+966 557772803,شارع التخصصي، جدة، 73393,380,1812,حكومي,2015-09-21,فني بيانات طلب موقع موافقة فني توصيل. نظام فريق مستندات عمليات موقع نجاح سائق معالجة نجاح.,2.45,2194,1450,356,27,نعم
634,مجموعة الفوزان,0xbuwsew@solix-agent.ai,+966 593836026,شارع جامعة الدول العربية، القاهرة، 46723,830,4779,حكومي,2018-01-18,طلب سائق عميل خطوة تحديث دعم معالجة. فني ملف عميل فني عميل عمليات معايير تأكيد. تأكيد خطوة دعم فريق نظام. ملف تقرير تسليم شحن معالجة معالجة فريق توصيل.,4.28,2293,3823,1741,17,نعم
635,مجموعة الفوزان,zay5t407@yahoo.com,+966 576239009,شارع جامعة الدول العربية، القاهرة، 40674,183,3115,جامعي,2019-11-26,نجاح نظام فريق حساب حساب شحن حساب مراجعة دعم خطوة دعم مراجعة. سائق نظام معالجة موافقة نشط تقرير فني. مالي معايير حساب توصيل نظام طلب نجاح نشط عميل دعم تسليم عميل.,1.73,2277,2492,874,45,نعم
636,مؤسسة الحلول الرقمية,62j1xf0q@gmail.com,+966 543524405,شارع جامعة الدول العربية، مكة المكرمة، 78100,636,1797,جامعي,2024-10-26,مراجعة بيانات مراجعة طلب فاتورة دعم عمليات متابعة تقرير حساب توصيل. طلب تقرير معالجة طلب حالة موقع عميل.,3.55,4753,1438,116,18,لا
637,شركة الرياض للتجارة,rcmh0b5x@example.com,+966 519285393,شارع جامعة الدول العربية، القاهرة، 25250,877,1600,حكومي,2019-02-07,فريق مستندات فني تحديث بيانات. معالجة عمليات تأكيد متابعة مستندات بيانات عميل طلب عميل نظام. موافقة فني نشط شحن متابعة معايير ملف موقع تأكيد موافقة مستندات خطوة.,4.47,3170,1280,808,16,لا
638,مجموعة الفوزان,bwoh2ic0@datafactory.io,+966 556510738,شارع جامعة الدول العربية، دبي، 19741,786,2430,حكومي,2020-07-24,تقرير مالي سائق متابعة توصيل عمليات بيانات معايير تقرير عمليات. معايير ملف موقع فني نظام مستندات سائق مستندات فني فريق فاتورة توصيل.,4.06,2469,1944,1225,27,لا
639,مؤسسة الحلول الرقمية,40ym4oam@example.com,+966 507248643,شارع الملك عبد العزيز، الدمام، 75889,808,1415,خاص,2023-01-19,ملف تحديث معايير معالجة توصيل عميل دعم. موافقة تقرير سائق تأكيد شحن ملف معالجة. تسليم خطوة خطوة حساب سائق حساب فاتورة مستندات بيانات شحن متابعة. موقع خطوة ملف حساب تسليم معايير دعم ملف فريق.,4.09,2062,1132,1769,32,لا
640,شركة الرياض للتجارة,kjosk4pz@outlook.com,+966 564210921,شارع العليا، جدة، 27851,263,784,خاص,2016-01-19,موافقة فريق نشط بيانات متابعة مستندات. شحن مراجعة موقع تسليم فريق نجاح نجاح عميل تحديث توصيل. حساب مراجعة عمليات شحن نجاح مراجعة حساب. تأكيد معايير طلب فني تحديث موقع نشط نظام متابعة سائق بيانات متابع,2.21,3059,627,932,47,لا
641,شركة التقنية المتقدمة,eyrldgjn@yahoo.com,+966 521909521,شارع العليا، الدمام، 32351,583,3779,خاص,2019-11-25,تسليم مالي حالة دعم فني فريق موقع حساب. موقع فريق معالجة معالجة فريق. خطوة تحديث شحن شحن معايير معالجة عميل مستندات مراجعة.,3.36,3604,3023,1563,12,لا
642,مجموعة الفوزان,df1kv9jj@yahoo.com,+966 536757233,شارع الملك عبد العزيز، الإسكندرية، 91822,956,718,جامعي,2016-08-01,تحديث فاتورة بيانات متابعة شحن تأكيد. نجاح تحديث موافقة تأكيد شحن ملف نجاح نجاح سائق مراجعة فني. دعم بيانات تأكيد تحديث توصيل مالي. مالي موافقة عميل متابعة مالي مستندات حساب نشط شحن طلب حالة تسليم.,4.64,4042,574,1997,39,لا
643,شركة التقنية المتقدمة,cxs3l5yx@solix-agent.ai,+966 553010810,شارع الملك عبد العزيز، الإسكندرية، 18996,74,182,جامعي,2025-12-28,معالجة موافقة مراجعة بيانات دعم حساب توصيل. مستندات موقع مراجعة عمليات مستندات عميل معايير مراجعة معايير معايير متابعة مراجعة. فريق شحن عميل نشط موافقة.,1.08,999,146,1300,45,نعم
644,شركة التقنية المتقدمة,qkwdiogq@outlook.com,+966 524045835,شارع العليا، جدة، 32251,978,4216,حكومي,2015-04-16,موافقة دعم سائق نشط ملف نشط عميل حالة معالجة. طلب بيانات متابعة خطوة معالجة. عميل حساب معالجة شحن معايير. حساب موقع معايير متابعة مستندات.,4.9,510,3373,783,10,لا
645,مؤسسة الحلول الرقمية,2m50s1uv@outlook.com,+966 524440224,شارع الملك عبد العزيز، القاهرة، 39108,749,4067,خاص,2019-10-15,عميل عميل موافقة دعم تقرير. مالي حساب عميل موافقة طلب مراجعة ملف تأكيد موافقة معالجة عميل توصيل.,4.09,2643,3254,1534,9,لا
646,شركة الرياض للتجارة,gap1exv0@datafactory.io,+966 522537647,شارع الملك عبد العزيز، جدة، 22046,753,2958,حكومي,2016-02-23,تحديث ملف بيانات سائق مراجعة عمليات فريق دعم. بيانات موقع تأكيد تسليم فاتورة خطوة نشط ملف موافقة تأكيد تقرير موقع. بيانات فاتورة عميل بيانات نجاح مالي معايير. متابعة سائق تسليم معايير معايير دعم تحديث,4.12,2470,2366,837,46,نعم
647,مجموعة الفوزان,22schcz0@solix-agent.ai,+966 505927597,شارع العليا، مكة المكرمة، 65404,635,3215,خاص,2024-07-03,حالة فاتورة فريق فني مالي معايير فاتورة نجاح خطوة. ملف خطوة عميل شحن توصيل نجاح حالة دعم تأكيد. عميل عميل حساب معايير بيانات موافقة طلب بيانات ملف ملف.,3.61,2377,2572,2141,36,نعم
648,شركة التقنية المتقدمة,vmnxpuoo@solix-agent.ai,+966 592197968,طريق الملك فهد، مكة المكرمة، 83650,667,3492,جامعي,2016-01-12,حالة تقرير حالة متابعة نشط عمليات. تسليم شحن بيانات شحن فريق طلب موقع معالجة.,3.75,770,2794,183,31,نعم
649,مجموعة الفوزان,d77ktxdl@example.com,+966 547115825,شارع التخصصي، جدة، 24825,426,4482,حكومي,2015-03-27,حساب مراجعة تقرير دعم عميل فريق عمليات موقع عمليات فاتورة. نظام سائق نشط تأكيد مالي تقرير ملف مستندات طلب.,2.9,516,3586,92,12,نعم
650,مجموعة الفوزان,uzkhpe6c@solix-agent.ai,+966 557277873,شارع الملك عبد العزيز، جدة، 14805,562,2832,حكومي,2022-06-18,مالي طلب مالي عمليات تحديث موافقة نجاح طلب بيانات طلب. مراجعة نشط حساب عمليات فني تقرير مستندات تسليم. شحن تحديث موافقة موقع خطوة عمليات نظام طلب معايير فني خطوة. دعم متابعة موقع متابعة توصيل نشط.,3.17,2283,2266,321,38,لا
651,مجموعة الفوزان,9hkho9o6@outlook.com,+966 535261486,شارع الملك عبد العزيز، الدمام، 54778,387,2181,خاص,2015-02-01,عمليات تأكيد عمليات مالي طلب توصيل. نظام حالة فاتورة سائق نظام عمليات نجاح. عميل خطوة موافقة فني تقرير متابعة تأكيد سائق موافقة معالجة فني ملف.,2.57,2913,1745,1511,41,نعم
652,مؤسسة الحلول الرقمية,0vbodyjz@yahoo.com,+966 541047667,شارع جامعة الدول العربية، الرياض، 89267,858,1531,جامعي,2015-04-27,مالي نجاح فريق نشط عمليات. حالة بيانات فاتورة تأكيد فني دعم مالي تأكيد مستندات مراجعة. توصيل مالي مراجعة توصيل معايير تقرير تسليم معايير عميل فني. عميل فني تقرير معايير تحديث.,4.49,3112,1225,945,36,نعم
653,شركة الرياض للتجارة,xccwgaht@example.com,+966 508452734,شارع الملك عبد العزيز، الدمام، 19162,569,4901,خاص,2022-09-03,دعم عمليات نجاح تقرير فني. نجاح موقع دعم حالة عميل. مستندات فريق متابعة نجاح مستندات نشط موقع عميل سائق عمليات.,3.23,2696,3921,40,25,نعم
654,مجموعة الفوزان,8rzsk6ts@gmail.com,+966 595773037,طريق الملك فهد، الرياض، 82533,909,1827,حكومي,2018-02-19,متابعة عميل فني طلب توصيل دعم. حالة مستندات تسليم تقرير فريق ملف تسليم تأكيد. ملف بيانات سائق حالة فاتورة. بيانات بيانات دعم فني مالي تأكيد سائق فاتورة معايير نشط شحن.,4.75,1409,1462,233,6,لا
655,مؤسسة الحلول الرقمية,722avxjt@gmail.com,+966 596093787,شارع الملك عبد العزيز، الدمام، 30852,90,1680,خاص,2017-01-09,حساب دعم موافقة ملف تقرير تأكيد بيانات نشط. فني معايير بيانات دعم تقرير توصيل مراجعة مالي خطوة ملف. طلب متابعة حساب معايير عميل تأكيد نشط نظام شحن خطوة. توصيل تسليم موقع فريق تقرير ملف تسليم تأكيد مست,1.52,2718,1344,494,22,نعم
656,مجموعة الفوزان,eys39yrd@outlook.com,+966 518747721,شارع العليا، جدة، 20358,373,4068,حكومي,2020-07-10,خطوة موافقة توصيل متابعة فريق موافقة تأكيد. تسليم سائق موقع موقع فاتورة تقرير. ملف عميل مالي عمليات سائق تحديث شحن نجاح فريق توصيل. بيانات طلب دعم بيانات معايير مراجعة موافقة مستندات عمليات عميل.,2.48,2200,3254,1604,8,لا
657,مجموعة الفوزان,vby1cc45@solix-agent.ai,+966 541969950,شارع الملك عبد العزيز، الرياض، 88860,797,183,خاص,2026-06-20,نجاح فني خطوة متابعة مالي توصيل. نظام توصيل عميل موافقة خطوة نشط موقع طلب موقع.,4.24,500,146,828,47,لا
